segment_id,track_id,scene_block,start_frame,end_frame,frame_count,sample_images,team_id
2015_0_3067_3235,2015,0,3067,3235,158,2015_0_3067_3235_frame_3067.jpg;2015_0_3067_3235_frame_3156.jpg;2015_0_3067_3235_frame_3235.jpg,
2016_0_3067_3238,2016,0,3067,3238,172,2016_0_3067_3238_frame_3067.jpg;2016_0_3067_3238_frame_3152.jpg;2016_0_3067_3238_frame_3238.jpg,
2017_0_3067_3174,2017,0,3067,3174,108,2017_0_3067_3174_frame_3067.jpg;2017_0_3067_3174_frame_3120.jpg;2017_0_3067_3174_frame_3174.jpg,
2038_0_3087_3096,2038,0,3087,3096,8,2038_0_3087_3096_frame_3087.jpg;2038_0_3087_3096_frame_3090.jpg;2038_0_3087_3096_frame_3096.jpg,
2039_0_3088_3097,2039,0,3088,3097,10,2039_0_3088_3097_frame_3088.jpg;2039_0_3088_3097_frame_3092.jpg;2039_0_3088_3097_frame_3097.jpg,
2041_0_3092_3110,2041,0,3092,3110,16,2041_0_3092_3110_frame_3092.jpg;2041_0_3092_3110_frame_3099.jpg;2041_0_3092_3110_frame_3110.jpg,
2056_0_3122_3152,2056,0,3122,3152,22,2056_0_3122_3152_frame_3122.jpg;2056_0_3122_3152_frame_3132.jpg;2056_0_3122_3152_frame_3152.jpg,
2058_0_3122_3130,2058,0,3122,3130,8,2058_0_3122_3130_frame_3122.jpg;2058_0_3122_3130_frame_3125.jpg;2058_0_3122_3130_frame_3130.jpg,
2072_0_3134_3157,2072,0,3134,3157,18,2072_0_3134_3157_frame_3134.jpg;2072_0_3134_3157_frame_3148.jpg;2072_0_3134_3157_frame_3157.jpg,
2083_0_3158_3167,2083,0,3158,3167,10,2083_0_3158_3167_frame_3158.jpg;2083_0_3158_3167_frame_3162.jpg;2083_0_3158_3167_frame_3167.jpg,
2083_0_3243_3593,2083,0,3243,3593,347,2083_0_3243_3593_frame_3243.jpg;2083_0_3243_3593_frame_3420.jpg;2083_0_3243_3593_frame_3593.jpg,
2102_0_3236_3593,2102,0,3236,3593,358,2102_0_3236_3593_frame_3236.jpg;2102_0_3236_3593_frame_3414.jpg;2102_0_3236_3593_frame_3593.jpg,
2107_0_3182_3439,2107,0,3182,3439,258,2107_0_3182_3439_frame_3182.jpg;2107_0_3182_3439_frame_3310.jpg;2107_0_3182_3439_frame_3439.jpg,
2204_0_3301_3370,2204,0,3301,3370,65,2204_0_3301_3370_frame_3301.jpg;2204_0_3301_3370_frame_3338.jpg;2204_0_3301_3370_frame_3370.jpg,
2214_0_3310_3593,2214,0,3310,3593,281,2214_0_3310_3593_frame_3310.jpg;2214_0_3310_3593_frame_3453.jpg;2214_0_3310_3593_frame_3593.jpg,
2268_0_3422_3430,2268,0,3422,3430,8,2268_0_3422_3430_frame_3422.jpg;2268_0_3422_3430_frame_3425.jpg;2268_0_3422_3430_frame_3430.jpg,
2280_0_3404_3419,2280,0,3404,3419,15,2280_0_3404_3419_frame_3404.jpg;2280_0_3404_3419_frame_3412.jpg;2280_0_3404_3419_frame_3419.jpg,
2296_0_3427_3593,2296,0,3427,3593,165,2296_0_3427_3593_frame_3427.jpg;2296_0_3427_3593_frame_3509.jpg;2296_0_3427_3593_frame_3593.jpg,
2299_0_3430_3500,2299,0,3430,3500,71,2299_0_3430_3500_frame_3430.jpg;2299_0_3430_3500_frame_3465.jpg;2299_0_3430_3500_frame_3500.jpg,
2317_0_3444_3581,2317,0,3444,3581,138,2317_0_3444_3581_frame_3444.jpg;2317_0_3444_3581_frame_3512.jpg;2317_0_3444_3581_frame_3581.jpg,
2381_0_3517_3593,2381,0,3517,3593,76,2381_0_3517_3593_frame_3517.jpg;2381_0_3517_3593_frame_3555.jpg;2381_0_3517_3593_frame_3593.jpg,
2430_0_3588_3593,2430,0,3588,3593,6,2430_0_3588_3593_frame_3588.jpg;2430_0_3588_3593_frame_3590.jpg;2430_0_3588_3593_frame_3593.jpg,
2433_0_3595_4034,2433,0,3595,4034,440,2433_0_3595_4034_frame_3595.jpg;2433_0_3595_4034_frame_3814.jpg;2433_0_3595_4034_frame_4034.jpg,
2434_0_3595_3706,2434,0,3595,3706,108,2434_0_3595_3706_frame_3595.jpg;2434_0_3595_3706_frame_3648.jpg;2434_0_3595_3706_frame_3706.jpg,
2435_0_3595_3972,2435,0,3595,3972,378,2435_0_3595_3972_frame_3595.jpg;2435_0_3595_3972_frame_3783.jpg;2435_0_3595_3972_frame_3972.jpg,
2436_0_3595_3659,2436,0,3595,3659,65,2436_0_3595_3659_frame_3595.jpg;2436_0_3595_3659_frame_3627.jpg;2436_0_3595_3659_frame_3659.jpg,
2436_0_3681_3716,2436,0,3681,3716,34,2436_0_3681_3716_frame_3681.jpg;2436_0_3681_3716_frame_3698.jpg;2436_0_3681_3716_frame_3716.jpg,
2437_0_3595_3970,2437,0,3595,3970,369,2437_0_3595_3970_frame_3595.jpg;2437_0_3595_3970_frame_3785.jpg;2437_0_3595_3970_frame_3970.jpg,
2437_0_3995_4034,2437,0,3995,4034,40,2437_0_3995_4034_frame_3995.jpg;2437_0_3995_4034_frame_4014.jpg;2437_0_3995_4034_frame_4034.jpg,
2438_0_3595_3720,2438,0,3595,3720,122,2438_0_3595_3720_frame_3595.jpg;2438_0_3595_3720_frame_3656.jpg;2438_0_3595_3720_frame_3720.jpg,
2441_0_3606_3613,2441,0,3606,3613,5,2441_0_3606_3613_frame_3606.jpg;2441_0_3606_3613_frame_3610.jpg;2441_0_3606_3613_frame_3613.jpg,
2459_0_3656_3682,2459,0,3656,3682,27,2459_0_3656_3682_frame_3656.jpg;2459_0_3656_3682_frame_3669.jpg;2459_0_3656_3682_frame_3682.jpg,
2467_0_3672_3864,2467,0,3672,3864,190,2467_0_3672_3864_frame_3672.jpg;2467_0_3672_3864_frame_3768.jpg;2467_0_3672_3864_frame_3864.jpg,
2478_0_3696_3743,2478,0,3696,3743,43,2478_0_3696_3743_frame_3696.jpg;2478_0_3696_3743_frame_3722.jpg;2478_0_3696_3743_frame_3743.jpg,
2491_0_3722_4009,2491,0,3722,4009,280,2491_0_3722_4009_frame_3722.jpg;2491_0_3722_4009_frame_3868.jpg;2491_0_3722_4009_frame_4009.jpg,
2501_0_3747_3769,2501,0,3747,3769,23,2501_0_3747_3769_frame_3747.jpg;2501_0_3747_3769_frame_3758.jpg;2501_0_3747_3769_frame_3769.jpg,
2504_0_3752_3890,2504,0,3752,3890,135,2504_0_3752_3890_frame_3752.jpg;2504_0_3752_3890_frame_3819.jpg;2504_0_3752_3890_frame_3890.jpg,
2506_0_3765_3770,2506,0,3765,3770,6,2506_0_3765_3770_frame_3765.jpg;2506_0_3765_3770_frame_3767.jpg;2506_0_3765_3770_frame_3770.jpg,
2591_0_3870_4034,2591,0,3870,4034,161,2591_0_3870_4034_frame_3870.jpg;2591_0_3870_4034_frame_3950.jpg;2591_0_3870_4034_frame_4034.jpg,
2617_0_3898_3991,2617,0,3898,3991,88,2617_0_3898_3991_frame_3898.jpg;2617_0_3898_3991_frame_3941.jpg;2617_0_3898_3991_frame_3991.jpg,
2673_0_3969_3976,2673,0,3969,3976,6,2673_0_3969_3976_frame_3969.jpg;2673_0_3969_3976_frame_3971.jpg;2673_0_3969_3976_frame_3976.jpg,
2673_0_4008_4034,2673,0,4008,4034,27,2673_0_4008_4034_frame_4008.jpg;2673_0_4008_4034_frame_4021.jpg;2673_0_4008_4034_frame_4034.jpg,
2675_0_3970_3988,2675,0,3970,3988,18,2675_0_3970_3988_frame_3970.jpg;2675_0_3970_3988_frame_3979.jpg;2675_0_3970_3988_frame_3988.jpg,
2675_0_4004_4024,2675,0,4004,4024,20,2675_0_4004_4024_frame_4004.jpg;2675_0_4004_4024_frame_4013.jpg;2675_0_4004_4024_frame_4024.jpg,
2678_0_3974_3986,2678,0,3974,3986,6,2678_0_3974_3986_frame_3974.jpg;2678_0_3974_3986_frame_3979.jpg;2678_0_3974_3986_frame_3986.jpg,
2698_0_3996_4034,2698,0,3996,4034,39,2698_0_3996_4034_frame_3996.jpg;2698_0_3996_4034_frame_4015.jpg;2698_0_3996_4034_frame_4034.jpg,
2723_0_4027_4034,2723,0,4027,4034,8,2723_0_4027_4034_frame_4027.jpg;2723_0_4027_4034_frame_4030.jpg;2723_0_4027_4034_frame_4034.jpg,
